Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Ibm,Mumbai,Business Analyst,0-2 Yrs,Automation Testing,2.9,Full-Time,Indeed,2025-09-09,https://www.example.com/apply/ibm/Business-Analyst
Cognizant,Jaipur,System Analyst,2-5 Yrs,"Python, SQL, Power BI",17.2,Full-Time,Linkedin,2025-10-11,https://www.example.com/apply/cognizant/System-Analyst
Ibm,Gurugram,Test Engineer,2-5 Yrs,"Python, SQL, Power BI",4.9,Full-Time,Glassdoor,2025-09-20,https://www.example.com/apply/ibm/Test-Engineer
Capgemini,Jaipur,System Analyst,Fresher,"Customer Support, Voice Process",10.7,Internship,Glassdoor,2025-09-21,https://www.example.com/apply/capgemini/System-Analyst
Tech Mahindra,Noida,Devops Engineer,5-10 Yrs,Automation Testing,16.2,Internship,Linkedin,2025-10-18,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Infosys,Bengaluru,Test Engineer,5-10 Yrs,"AI/ML, Deep Learning",15.4,Internship,Naukri,2025-09-06,https://www.example.com/apply/infosys/Test-Engineer
Infosys,Bengaluru,Software Engineer,Fresher,"Java, Spring Boot",7.2,Internship,Indeed,2025-09-01,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Noida,Devops Engineer,2-5 Yrs,"Excel, Tableau, SQL",18.3,Contract,Linkedin,2025-10-16,https://www.example.com/apply/tcs/DevOps-Engineer
Cognizant,Noida,System Analyst,0-2 Yrs,"AI/ML, Deep Learning",4.9,Internship,Linkedin,2025-09-24,https://www.example.com/apply/cognizant/System-Analyst
Tcs,Pune,Process Associate,5-10 Yrs,"AI/ML, Deep Learning",3.3,Internship,Glassdoor,2025-09-02,https://www.example.com/apply/tcs/Process-Associate
Wipro,Hyderabad,Support Executive,0-2 Yrs,"AWS, Azure, DevOps",14.2,Full-Time,Naukri,2025-09-18,https://www.example.com/apply/wipro/Support-Executive
Hcl,Gurugram,Business Analyst,0-2 Yrs,"AWS, Azure, DevOps",16.9,Contract,Glassdoor,2025-10-20,https://www.example.com/apply/hcl/Business-Analyst
Tcs,Pune,Data Analyst,5-10 Yrs,Automation Testing,3.8,Contract,Linkedin,2025-10-12,https://www.example.com/apply/tcs/Data-Analyst
Tech Mahindra,Mumbai,Process Associate,0-2 Yrs,"JavaScript, React, Node.js",16.2,Full-Time,Naukri,2025-10-11,https://www.example.com/apply/tech mahindra/Process-Associate
Cognizant,Mumbai,Support Executive,2-5 Yrs,"Customer Support, Voice Process",10.0,Internship,Indeed,2025-10-16,https://www.example.com/apply/cognizant/Support-Executive
Infosys,Bengaluru,Support Executive,5-10 Yrs,"Python, SQL, Power BI",19.1,Contract,Glassdoor,2025-09-14,https://www.example.com/apply/infosys/Support-Executive
Ibm,Ahmedabad,Cloud Engineer,5-10 Yrs,"Excel, Tableau, SQL",7.1,Internship,Indeed,2025-10-06,https://www.example.com/apply/ibm/Cloud-Engineer
Tcs,Chennai,Software Engineer,5-10 Yrs,"Customer Support, Voice Process",17.3,Full-Time,Glassdoor,2025-09-30,https://www.example.com/apply/tcs/Software-Engineer
Ibm,Jaipur,System Analyst,Fresher,"AI/ML, Deep Learning",18.4,Full-Time,Glassdoor,2025-09-17,https://www.example.com/apply/ibm/System-Analyst
Ltimindtree,Mumbai,Technical Support,2-5 Yrs,"ETL, Data Warehousing",11.9,Full-Time,Indeed,2025-10-15,https://www.example.com/apply/ltimindtree/Technical-Support
Infosys,Gurugram,Business Analyst,5-10 Yrs,"Customer Support, Voice Process",15.3,Internship,Linkedin,2025-09-06,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Pune,Business Analyst,0-2 Yrs,"Python, SQL, Power BI",17.3,Internship,Indeed,2025-10-08,https://www.example.com/apply/wipro/Business-Analyst
Tcs,Ahmedabad,Support Executive,0-2 Yrs,"Customer Support, Voice Process",7.9,Internship,Indeed,2025-10-15,https://www.example.com/apply/tcs/Support-Executive
Capgemini,Chennai,System Analyst,5-10 Yrs,"Python, SQL, Power BI",17.6,Contract,Linkedin,2025-09-29,https://www.example.com/apply/capgemini/System-Analyst
Infosys,Hyderabad,Support Executive,5-10 Yrs,"Linux, Networking, Troubleshooting",4.9,Contract,Naukri,2025-09-22,https://www.example.com/apply/infosys/Support-Executive
Hcl,Jaipur,Cloud Engineer,0-2 Yrs,"Python, SQL, Power BI",13.8,Full-Time,Linkedin,2025-10-16,https://www.example.com/apply/hcl/Cloud-Engineer
Infosys,Jaipur,Cloud Engineer,Fresher,"Excel, Tableau, SQL",17.2,Contract,Indeed,2025-09-30,https://www.example.com/apply/infosys/Cloud-Engineer
Cognizant,Mumbai,Test Engineer,0-2 Yrs,"Java, Spring Boot",9.3,Full-Time,Indeed,2025-09-28,https://www.example.com/apply/cognizant/Test-Engineer
Cognizant,Mumbai,Support Executive,Fresher,"AWS, Azure, DevOps",15.2,Internship,Linkedin,2025-09-02,https://www.example.com/apply/cognizant/Support-Executive
Accenture,Gurugram,System Analyst,5-10 Yrs,"ETL, Data Warehousing",14.6,Contract,Indeed,2025-10-02,https://www.example.com/apply/accenture/System-Analyst
Tcs,Mumbai,Test Engineer,5-10 Yrs,"AI/ML, Deep Learning",16.5,Full-Time,Linkedin,2025-09-12,https://www.example.com/apply/tcs/Test-Engineer
Tech Mahindra,Noida,Business Analyst,2-5 Yrs,"AI/ML, Deep Learning",12.5,Internship,Glassdoor,2025-09-27,https://www.example.com/apply/tech mahindra/Business-Analyst
Infosys,Kolkata,Cloud Engineer,5-10 Yrs,"Excel, Tableau, SQL",7.8,Contract,Naukri,2025-10-14,https://www.example.com/apply/infosys/Cloud-Engineer
Cognizant,Mumbai,Technical Support,0-2 Yrs,Automation Testing,11.6,Full-Time,Indeed,2025-09-11,https://www.example.com/apply/cognizant/Technical-Support
Infosys,Ahmedabad,System Analyst,5-10 Yrs,"AI/ML, Deep Learning",19.6,Contract,Glassdoor,2025-09-21,https://www.example.com/apply/infosys/System-Analyst
Ltimindtree,Pune,Devops Engineer,Fresher,"Java, Spring Boot",10.4,Contract,Glassdoor,2025-10-21,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Cognizant,Hyderabad,Data Analyst,0-2 Yrs,"Java, Spring Boot",2.6,Internship,Glassdoor,2025-10-01,https://www.example.com/apply/cognizant/Data-Analyst
Tech Mahindra,Jaipur,Support Executive,2-5 Yrs,"Linux, Networking, Troubleshooting",11.1,Contract,Linkedin,2025-10-06,https://www.example.com/apply/tech mahindra/Support-Executive
Wipro,Noida,Support Executive,5-10 Yrs,"JavaScript, React, Node.js",10.1,Internship,Naukri,2025-09-12,https://www.example.com/apply/wipro/Support-Executive
Hcl,Jaipur,Software Engineer,2-5 Yrs,"Python, SQL, Power BI",9.5,Full-Time,Linkedin,2025-09-19,https://www.example.com/apply/hcl/Software-Engineer
Wipro,Noida,Technical Support,5-10 Yrs,"AWS, Azure, DevOps",15.8,Full-Time,Naukri,2025-09-27,https://www.example.com/apply/wipro/Technical-Support
Tcs,Jaipur,Technical Support,0-2 Yrs,"Python, SQL, Power BI",3.8,Internship,Glassdoor,2025-09-10,https://www.example.com/apply/tcs/Technical-Support
Capgemini,Mumbai,Cloud Engineer,5-10 Yrs,"Python, SQL, Power BI",19.9,Full-Time,Indeed,2025-09-30,https://www.example.com/apply/capgemini/Cloud-Engineer
Infosys,Chennai,Cloud Engineer,0-2 Yrs,Automation Testing,17.7,Full-Time,Glassdoor,2025-09-13,https://www.example.com/apply/infosys/Cloud-Engineer
Accenture,Hyderabad,Test Engineer,Fresher,"Customer Support, Voice Process",12.4,Internship,Linkedin,2025-10-18,https://www.example.com/apply/accenture/Test-Engineer
Infosys,Chennai,Test Engineer,0-2 Yrs,"Python, SQL, Power BI",14.9,Internship,Naukri,2025-10-07,https://www.example.com/apply/infosys/Test-Engineer
Wipro,Mumbai,Cloud Engineer,Fresher,"JavaScript, React, Node.js",8.9,Internship,Naukri,2025-09-25,https://www.example.com/apply/wipro/Cloud-Engineer
Tcs,Kolkata,Devops Engineer,5-10 Yrs,"Python, SQL, Power BI",15.2,Full-Time,Linkedin,2025-09-21,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Hyderabad,Process Associate,Fresher,"Java, Spring Boot",14.6,Contract,Indeed,2025-09-02,https://www.example.com/apply/wipro/Process-Associate
Hcl,Pune,Technical Support,0-2 Yrs,"AWS, Azure, DevOps",16.8,Internship,Glassdoor,2025-10-05,https://www.example.com/apply/hcl/Technical-Support
Tcs,Bengaluru,Devops Engineer,2-5 Yrs,"JavaScript, React, Node.js",8.0,Full-Time,Indeed,2025-09-11,https://www.example.com/apply/tcs/DevOps-Engineer
Tcs,Bengaluru,Business Analyst,0-2 Yrs,"Java, Spring Boot",19.2,Full-Time,Linkedin,2025-09-26,https://www.example.com/apply/tcs/Business-Analyst
Wipro,Hyderabad,Business Analyst,Fresher,"ETL, Data Warehousing",16.9,Full-Time,Glassdoor,2025-09-27,https://www.example.com/apply/wipro/Business-Analyst
Infosys,Ahmedabad,Technical Support,Fresher,"Python, SQL, Power BI",17.5,Full-Time,Glassdoor,2025-10-10,https://www.example.com/apply/infosys/Technical-Support
Tech Mahindra,Kolkata,System Analyst,Fresher,"Customer Support, Voice Process",8.2,Contract,Linkedin,2025-09-26,https://www.example.com/apply/tech mahindra/System-Analyst
Ibm,Gurugram,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",15.2,Internship,Glassdoor,2025-09-23,https://www.example.com/apply/ibm/Support-Executive
Tech Mahindra,Ahmedabad,Process Associate,2-5 Yrs,"Python, SQL, Power BI",15.0,Contract,Glassdoor,2025-09-05,https://www.example.com/apply/tech mahindra/Process-Associate
Cognizant,Mumbai,System Analyst,2-5 Yrs,Automation Testing,4.0,Internship,Glassdoor,2025-09-12,https://www.example.com/apply/cognizant/System-Analyst
Wipro,Pune,Software Engineer,Fresher,"Java, Spring Boot",15.3,Internship,Indeed,2025-09-28,https://www.example.com/apply/wipro/Software-Engineer
Ibm,Gurugram,Support Executive,5-10 Yrs,"Customer Support, Voice Process",13.5,Full-Time,Linkedin,2025-10-10,https://www.example.com/apply/ibm/Support-Executive
Infosys,Jaipur,Software Engineer,Fresher,"AWS, Azure, DevOps",7.5,Contract,Indeed,2025-10-03,https://www.example.com/apply/infosys/Software-Engineer
Infosys,Bengaluru,Software Engineer,Fresher,"JavaScript, React, Node.js",3.6,Contract,Naukri,2025-09-03,https://www.example.com/apply/infosys/Software-Engineer
Infosys,Pune,Software Engineer,2-5 Yrs,"AI/ML, Deep Learning",6.6,Internship,Glassdoor,2025-09-06,https://www.example.com/apply/infosys/Software-Engineer
Hcl,Kolkata,Process Associate,Fresher,"AWS, Azure, DevOps",4.1,Contract,Linkedin,2025-10-05,https://www.example.com/apply/hcl/Process-Associate
Tcs,Kolkata,Business Analyst,2-5 Yrs,"Linux, Networking, Troubleshooting",13.0,Internship,Naukri,2025-10-08,https://www.example.com/apply/tcs/Business-Analyst
Tcs,Bengaluru,Technical Support,2-5 Yrs,"Excel, Tableau, SQL",19.8,Internship,Naukri,2025-09-11,https://www.example.com/apply/tcs/Technical-Support
Wipro,Mumbai,Process Associate,Fresher,"ETL, Data Warehousing",6.7,Full-Time,Naukri,2025-10-19,https://www.example.com/apply/wipro/Process-Associate
Tech Mahindra,Mumbai,Technical Support,2-5 Yrs,"Java, Spring Boot",6.3,Full-Time,Indeed,2025-09-04,https://www.example.com/apply/tech mahindra/Technical-Support
Cognizant,Chennai,Process Associate,2-5 Yrs,"Linux, Networking, Troubleshooting",11.2,Full-Time,Indeed,2025-09-27,https://www.example.com/apply/cognizant/Process-Associate
Infosys,Pune,Process Associate,Fresher,"ETL, Data Warehousing",3.7,Contract,Naukri,2025-09-02,https://www.example.com/apply/infosys/Process-Associate
Cognizant,Noida,Software Engineer,0-2 Yrs,"JavaScript, React, Node.js",14.9,Contract,Glassdoor,2025-09-04,https://www.example.com/apply/cognizant/Software-Engineer
Tcs,Ahmedabad,System Analyst,2-5 Yrs,"Java, Spring Boot",15.0,Full-Time,Naukri,2025-09-19,https://www.example.com/apply/tcs/System-Analyst
Tcs,Hyderabad,Cloud Engineer,Fresher,"Java, Spring Boot",14.4,Contract,Glassdoor,2025-10-10,https://www.example.com/apply/tcs/Cloud-Engineer
Ibm,Ahmedabad,Technical Support,0-2 Yrs,"ETL, Data Warehousing",13.8,Full-Time,Naukri,2025-10-21,https://www.example.com/apply/ibm/Technical-Support
Tcs,Mumbai,Devops Engineer,5-10 Yrs,"Linux, Networking, Troubleshooting",16.1,Contract,Naukri,2025-09-07,https://www.example.com/apply/tcs/DevOps-Engineer
Ibm,Bengaluru,Data Analyst,5-10 Yrs,"Excel, Tableau, SQL",16.8,Contract,Naukri,2025-09-06,https://www.example.com/apply/ibm/Data-Analyst
Wipro,Hyderabad,Support Executive,5-10 Yrs,"JavaScript, React, Node.js",15.2,Contract,Naukri,2025-09-02,https://www.example.com/apply/wipro/Support-Executive
Infosys,Bengaluru,Process Associate,5-10 Yrs,"Java, Spring Boot",8.9,Full-Time,Glassdoor,2025-09-27,https://www.example.com/apply/infosys/Process-Associate
Wipro,Kolkata,Cloud Engineer,0-2 Yrs,Automation Testing,11.9,Full-Time,Naukri,2025-09-26,https://www.example.com/apply/wipro/Cloud-Engineer
Accenture,Mumbai,Technical Support,0-2 Yrs,Automation Testing,9.5,Internship,Linkedin,2025-10-08,https://www.example.com/apply/accenture/Technical-Support
Accenture,Noida,Support Executive,Fresher,Automation Testing,8.8,Full-Time,Linkedin,2025-09-14,https://www.example.com/apply/accenture/Support-Executive
Wipro,Noida,Support Executive,5-10 Yrs,"Java, Spring Boot",12.1,Full-Time,Indeed,2025-10-13,https://www.example.com/apply/wipro/Support-Executive
Cognizant,Ahmedabad,Devops Engineer,0-2 Yrs,Automation Testing,6.1,Contract,Naukri,2025-09-04,https://www.example.com/apply/cognizant/DevOps-Engineer
Wipro,Pune,Process Associate,0-2 Yrs,"Python, SQL, Power BI",11.7,Internship,Linkedin,2025-09-15,https://www.example.com/apply/wipro/Process-Associate
Accenture,Mumbai,Process Associate,2-5 Yrs,"Python, SQL, Power BI",14.2,Internship,Linkedin,2025-09-12,https://www.example.com/apply/accenture/Process-Associate
Tcs,Kolkata,Cloud Engineer,Fresher,"Customer Support, Voice Process",17.6,Contract,Naukri,2025-10-08,https://www.example.com/apply/tcs/Cloud-Engineer
Tcs,Kolkata,System Analyst,2-5 Yrs,"Excel, Tableau, SQL",12.6,Contract,Naukri,2025-10-13,https://www.example.com/apply/tcs/System-Analyst
Accenture,Kolkata,Technical Support,2-5 Yrs,"Customer Support, Voice Process",18.5,Internship,Linkedin,2025-10-08,https://www.example.com/apply/accenture/Technical-Support
Tcs,Gurugram,Cloud Engineer,0-2 Yrs,"JavaScript, React, Node.js",19.0,Contract,Indeed,2025-10-15,https://www.example.com/apply/tcs/Cloud-Engineer
Ibm,Noida,Test Engineer,Fresher,"Linux, Networking, Troubleshooting",12.8,Full-Time,Glassdoor,2025-09-14,https://www.example.com/apply/ibm/Test-Engineer
Tcs,Kolkata,Process Associate,0-2 Yrs,"AI/ML, Deep Learning",8.3,Internship,Naukri,2025-09-10,https://www.example.com/apply/tcs/Process-Associate
Infosys,Ahmedabad,Data Analyst,2-5 Yrs,"Customer Support, Voice Process",11.6,Contract,Glassdoor,2025-09-21,https://www.example.com/apply/infosys/Data-Analyst
Tcs,Noida,Data Analyst,2-5 Yrs,"ETL, Data Warehousing",19.6,Contract,Glassdoor,2025-09-05,https://www.example.com/apply/tcs/Data-Analyst
Ltimindtree,Mumbai,System Analyst,2-5 Yrs,Automation Testing,11.3,Full-Time,Naukri,2025-09-24,https://www.example.com/apply/ltimindtree/System-Analyst
Wipro,Ahmedabad,System Analyst,5-10 Yrs,Automation Testing,19.1,Full-Time,Linkedin,2025-10-03,https://www.example.com/apply/wipro/System-Analyst
Cognizant,Noida,Cloud Engineer,Fresher,"Customer Support, Voice Process",18.8,Internship,Naukri,2025-10-15,https://www.example.com/apply/cognizant/Cloud-Engineer
Tcs,Noida,Support Executive,0-2 Yrs,"AI/ML, Deep Learning",9.5,Internship,Linkedin,2025-09-30,https://www.example.com/apply/tcs/Support-Executive
Wipro,Bengaluru,Process Associate,Fresher,Automation Testing,14.4,Contract,Linkedin,2025-09-02,https://www.example.com/apply/wipro/Process-Associate
Infosys,Gurugram,Data Analyst,2-5 Yrs,"ETL, Data Warehousing",9.5,Contract,Indeed,2025-10-01,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Noida,Business Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",5.8,Full-Time,Linkedin,2025-09-22,https://www.example.com/apply/infosys/Business-Analyst
Tcs,Chennai,Process Associate,2-5 Yrs,"Python, SQL, Power BI",8.6,Full-Time,Linkedin,2025-09-15,https://www.example.com/apply/tcs/Process-Associate
Hcl,Gurugram,Business Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",15.8,Internship,Naukri,2025-09-11,https://www.example.com/apply/hcl/Business-Analyst
Tcs,Hyderabad,Process Associate,0-2 Yrs,"JavaScript, React, Node.js",16.9,Full-Time,Linkedin,2025-10-06,https://www.example.com/apply/tcs/Process-Associate
Tcs,Hyderabad,Technical Support,0-2 Yrs,"Excel, Tableau, SQL",9.5,Full-Time,Naukri,2025-10-16,https://www.example.com/apply/tcs/Technical-Support
Tcs,Hyderabad,System Analyst,2-5 Yrs,"Customer Support, Voice Process",4.7,Contract,Glassdoor,2025-09-02,https://www.example.com/apply/tcs/System-Analyst
Wipro,Mumbai,Data Analyst,Fresher,"AWS, Azure, DevOps",18.6,Internship,Glassdoor,2025-09-28,https://www.example.com/apply/wipro/Data-Analyst
Wipro,Gurugram,Test Engineer,0-2 Yrs,Automation Testing,19.0,Full-Time,Glassdoor,2025-09-26,https://www.example.com/apply/wipro/Test-Engineer
Infosys,Gurugram,Software Engineer,5-10 Yrs,"AWS, Azure, DevOps",6.4,Internship,Indeed,2025-09-02,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Gurugram,Software Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",13.2,Full-Time,Naukri,2025-10-12,https://www.example.com/apply/tcs/Software-Engineer
Accenture,Noida,Business Analyst,5-10 Yrs,"AWS, Azure, DevOps",5.0,Full-Time,Naukri,2025-09-21,https://www.example.com/apply/accenture/Business-Analyst
Tech Mahindra,Hyderabad,Data Analyst,Fresher,"Customer Support, Voice Process",19.9,Full-Time,Indeed,2025-09-01,https://www.example.com/apply/tech mahindra/Data-Analyst
Infosys,Mumbai,Cloud Engineer,5-10 Yrs,"Python, SQL, Power BI",13.4,Internship,Naukri,2025-10-15,https://www.example.com/apply/infosys/Cloud-Engineer
Tcs,Ahmedabad,Software Engineer,2-5 Yrs,"AI/ML, Deep Learning",11.2,Internship,Naukri,2025-09-23,https://www.example.com/apply/tcs/Software-Engineer
Ibm,Kolkata,System Analyst,0-2 Yrs,"Customer Support, Voice Process",8.6,Internship,Glassdoor,2025-09-12,https://www.example.com/apply/ibm/System-Analyst
Tcs,Noida,Test Engineer,5-10 Yrs,"Java, Spring Boot",9.7,Full-Time,Naukri,2025-09-14,https://www.example.com/apply/tcs/Test-Engineer
Hcl,Kolkata,Technical Support,0-2 Yrs,"AI/ML, Deep Learning",12.4,Full-Time,Indeed,2025-09-30,https://www.example.com/apply/hcl/Technical-Support
Tech Mahindra,Noida,Business Analyst,2-5 Yrs,"JavaScript, React, Node.js",9.0,Full-Time,Indeed,2025-10-14,https://www.example.com/apply/tech mahindra/Business-Analyst
Ibm,Noida,Process Associate,Fresher,"AWS, Azure, DevOps",17.4,Contract,Naukri,2025-09-08,https://www.example.com/apply/ibm/Process-Associate
Infosys,Bengaluru,Support Executive,0-2 Yrs,"Java, Spring Boot",11.6,Full-Time,Naukri,2025-09-04,https://www.example.com/apply/infosys/Support-Executive
Accenture,Kolkata,Support Executive,0-2 Yrs,"Excel, Tableau, SQL",19.4,Contract,Naukri,2025-10-20,https://www.example.com/apply/accenture/Support-Executive
Accenture,Kolkata,Cloud Engineer,5-10 Yrs,"JavaScript, React, Node.js",16.5,Full-Time,Indeed,2025-09-04,https://www.example.com/apply/accenture/Cloud-Engineer
Infosys,Mumbai,Business Analyst,5-10 Yrs,"Excel, Tableau, SQL",4.5,Contract,Indeed,2025-10-08,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Mumbai,Cloud Engineer,2-5 Yrs,Automation Testing,10.7,Internship,Linkedin,2025-09-03,https://www.example.com/apply/wipro/Cloud-Engineer
Accenture,Noida,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",18.2,Contract,Linkedin,2025-10-11,https://www.example.com/apply/accenture/Support-Executive
Accenture,Ahmedabad,System Analyst,2-5 Yrs,"JavaScript, React, Node.js",13.4,Contract,Indeed,2025-10-01,https://www.example.com/apply/accenture/System-Analyst
Ltimindtree,Hyderabad,Support Executive,Fresher,"Excel, Tableau, SQL",12.4,Full-Time,Linkedin,2025-09-03,https://www.example.com/apply/ltimindtree/Support-Executive
Infosys,Kolkata,System Analyst,5-10 Yrs,"Java, Spring Boot",4.9,Contract,Glassdoor,2025-09-29,https://www.example.com/apply/infosys/System-Analyst
Ltimindtree,Chennai,Cloud Engineer,5-10 Yrs,"JavaScript, React, Node.js",7.0,Contract,Naukri,2025-10-09,https://www.example.com/apply/ltimindtree/Cloud-Engineer
Accenture,Hyderabad,Test Engineer,5-10 Yrs,"Python, SQL, Power BI",9.5,Internship,Linkedin,2025-10-11,https://www.example.com/apply/accenture/Test-Engineer
Ibm,Chennai,Data Analyst,5-10 Yrs,"AI/ML, Deep Learning",16.5,Contract,Naukri,2025-10-04,https://www.example.com/apply/ibm/Data-Analyst
